Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
A320 / A321,Wizz Air,Economy Class,June 2019,17th July 2019,0,3,5,Romania,10.0,yes,"Bucharest to Oslo. I flew WizzAir, June 2019, and it was my first flight ever. Despite all the bad reviews, I had a wonderful experience with them. I had the Light “plan” selected with Wizz Priority added. I had no issues or whatsoever regarding my cabin luggage (did not have any checked-in baggage), the process at the gate went smoothly and very quickly (might be worth mentioning that on both outbound and return flights, the gate opened with a delay but regardless, everything went pretty fast afterwards). You only get priority when boarding the bus and at the gate, when they do the check-in, not when boarding the aeroplane like one may think. The cabin crew were very friendly and helpful, the outbound flight was extremely smooth, no turbulences at all, the returning one had a few moments where it was slightly shaky. Yet, it was all good. The online check-in process was very easy. Be aware that if you do not check-in online, you pay a fee for the airport check-in. As for the luggage again, they even let this woman with a bag that clearly exceeded their dimensions limit in the cabin. Maybe she got lucky. Overall, I would fly Wizz again and I will in December, the same route. Absolutely love it. No “hidden” or “extra” fees as long as you read their rules carefully. For everybody else complaining, it is a low-cost company after all. Comparing it to other low-cost companies, I find Wizz the best when it comes to fares and services and everything else. It cannot get better than this.",Bucharest to Oslo,4,5,wizz-air,wonderful experience,Solo Leisure,Not Verified,5,0,a5d56cd5-158b-4b66-a035-70f75df01c8e
A321,Wizz Air,Economy Class,July 2019,13th July 2019,0,0,1,Portugal,1.0,no,"Lisbon to Luton. Terrible experience with Wizz Air Priority which is a total joke. Lisbon airport terminal 2 can't accommodate the number of passengers it receives nor can it process priority boarding. I was one of the last to board. A true nightmare experience. Flight delayed three hours, arrived in London in the morning.",Lisbon to Luton,2,2,wizz-air,true nightmare experience,Solo Leisure,Trip Verified,2,0,6a44ed0a-2cb4-4da2-83cc-f38dfe930092
A320,Wizz Air,Economy Class,January 2019,10th July 2019,1,5,4,Romania,8.0,yes,Cluj to Bari with Wizz Air. Flight was nice and cabin crew so friendly. I had a 30 minutes delay but it did not affect my trip. Cabin was modern and cozy. I really recommend this airline for short flights and low prices.,Cluj to Bari,4,5,wizz-air,cabin crew so friendly,Family Leisure,Not Verified,5,1,0cdbc79e-62a4-4f56-96a5-7921445e2250
A321,Wizz Air,Economy Class,July 2019,9th July 2019,0,3,3,UnitedKingdom,10.0,yes,"We flew family of 4 from Luton to Athens on Monday 1st July on the 16.10 flight. We booked upfront business priority tickets which is in the top price range which came to £325 per person which in the scheme of things is above and beyond British Airways which for me in economy Europe has become a very lazy but overpriced airline. In, this price category apart from being in the more spacious front row we also got 32kg hold luggage allowance and cabin bag allowance. You can shape and fashion your travel experience by upgrading your services. If you are in basic you save money and get basic. Your choice. The departure was delayed by air traffic control but the crew managed brilliantly by managing. A visit to the cockpit which was enjoyed by many passengers. We took off 45 mins later and no one grumbled. The captain and crew were stars and worked hard and were friendly. Just be prepared to purchase the level of extras you desire. No complaints. Great.",Luton to Athens,4,5,wizz-air,No complaints. Great,Family Leisure,Trip Verified,4,0,2b7a3cef-93ab-42c9-bdc8-1d5330b76afd
A320,Wizz Air,Economy Class,July 2019,3rd July 2019,0,0,1,UnitedKingdom,1.0,no,"Luton to Lisbon. Over the last few weeks I have taken several flights between London and Lisbon on Wizz Air. Every flight I have taken has been delayed to some extent: the shortest delay I can recall was of 20 minutes the longest was of about 2.5 hours. My flight on 2nd July was delayed by 1.5 hours. Wizz Air has used a variety of excuses when apologising in the aircraft for the delay in taking-off and arrival so it's not even worth repeating them. There is no point passengers and potential passengers trying to identify the reasons why this company seems incapable of taking-off and landing at the correct time, particularly on certain routes and particularly from Luton. The cabin crew on all my flights have been polite and professional but they too have seemed jaded and worn-down by the lack of on-time performance after all, a flight that lands at 2.30am (instead of at the scheduled midnight) means a very late arrival home for the crew as well. The standard crew comment that ""this is aviation and you have to expect such things"" is now becoming the company's mantra. I don't care that Wizz Air charges for all types of luggage after the first small personal item I don't care that I have to pay for seat selection as well as for food and drink nor do I care much about the cleanliness of the exterior and interior of the aircraft. At the end of the day, I want what most people want: I want to arrive at my destination safely and at the time shown on the timetable. I regard Wizz Air as safe but, in my experience, the chances of arriving on time at a destination are, sadly, not very high.",Luton to Lisbon,3,2,wizz-air,lack of on-time performance,Solo Leisure,Trip Verified,1,0,4f7e5447-8fe6-4d3f-b1d5-ad4727c81b03
A321,Wizz Air,Economy Class,May 2019,24th June 2019,0,4,4,Uzbekistan,9.0,yes,"Budapest to Frankfurt. Excellent flight from Budapest to Frankfurt, in new and clean A321. The flight left on time and seats were comfortable. Flight attendants friendly and attentive on a relatively full flight. Baggage rules were clearly explained on the website and I had no problem. All is required is to know how much luggage you will have and to purchase the allowance accordingly. In Budapest, boarding was by bus to the plane parked remotely. Boarding was through the front and the back door, which accelerates the process.",Budapest to Frankfurt,5,5,wizz-air,seats were comfortable,Couple Leisure,Trip Verified,5,0,59888198-e64c-406f-b22e-210a22bf1501
A320/321,Wizz Air,Economy Class,June 2019,18th June 2019,0,5,5,UnitedKingdom,10.0,yes,"Luton to Riga. Outward flight, painless, good value for money. If you obey the rules and understand the principles of low cost travel you will not suffer any charges. The offers in their cafe for food and drink offer some great savings as well. Return flight painless, good value for money and in my view one of the best low cost carriers behind easyJet.",Luton to Riga,4,5,wizz-air,good value for mone,Couple Leisure,Not Verified,5,0,b0186864-7188-4558-b8f2-8bcf960f9b97
A321-200,Wizz Air,Economy Class,June 2019,18th June 2019,0,1,1,Germany,1.0,no,"Budapest to Berlin. This airline tries to squeeze every cent out of your pocket, even splitting families with small children when assigning the seats! Not the mention the idiotic baggage rules and how the cabin crew is. Never again, if I could give a negative star review I would!",Budapest to Berlin,1,1,wizz-air,idiotic baggage rules,Family Leisure,Trip Verified,1,0,cab5369e-0768-4190-a05c-e4ba49378196
A320,Wizz Air,Economy Class,June 2019,7th June 2019,0,2,1,UnitedKingdom,1.0,no,Luton to Budapest. Worst airline ever. This is my 6th time with then and I will never fly with them again. The aircraft were dirty and my flights were delayed regardless of the airport or the destination. Once you paid for the ticket they don’t care about you or your comfort/experience. Really cheap but they don’t deserve any money for this awful service. Next time I won’t mind traveling further to another airport and paying more for another airline.,Luton to Budapest,1,2,wizz-air,never fly with them again,Solo Leisure,Not Verified,1,0,aac061a0-bdc3-4298-9e7a-26b87b2c9e78
A321,Wizz Air,Economy Class,December 2018,5th June 2019,1,3,1,UnitedKingdom,1.0,no,Luton to Bucharest. Very unprofessional staff at the airport. I paid extra for priority boarding but ended up among the last people to board the plane. They lost my luggage last December and haven't heard back from them since. Their call centre is a joke. The person assigned to deal with my claim doesn't even reply to my emails. It's worth paying a bit extra and fly with a decent company that has some respect for their passengers.,Luton to Bucharest,3,2,wizz-air,Very unprofessional staff,Solo Leisure,Trip Verified,2,1,18606170-e424-4acc-b81a-805b2a33d7b7
A321,Wizz Air,Economy Class,June 2019,3rd June 2019,1,3,3,Australia,8.0,yes,"Vienna to Milan. I was pleasantly surprised by Wizz Air. The aircraft a new A321, comfortable for its capacity with a tasteful interior design. The crew were lovely and attentive, happy to have conversations with passengers. It’s a low cost airline so the service is basic but perfectly suitable for the flights Wizz do. The passenger load on this Saturday evening flight was low so the crew encouraged people to spread out. Most solo passengers had a row to themselves. Slight negative there was no gate announcement for the 30 minute delay due to late arrival of the aircraft, the gate had the original departure time even when we were boarding well after it. Flight crew were apologetic however.",Vienna to Milan,4,5,wizz-air,had a row to themselves,Solo Leisure,Trip Verified,4,0,752ea8ed-d29b-4760-9772-ad4d271588db
A320,Wizz Air,Economy Class,May 2019,1st June 2019,0,0,5,Germany,9.0,yes,"Riga to Dortmund. This year I flew 5 times with wizz air and it was all on point, nothing to complain about. Fresh and modern looking aircraft, friendly staff, seats were good for low-budget airline. I am happy when I see that Wizz Air has a offer for my travel route",Riga to Dortmund,4,5,wizz-air,nothing to complain about,Solo Leisure,Trip Verified,5,0,349fe050-e2df-4cec-b1e1-b2576aa8d6fc
A321,Wizz Air,Economy Class,May 2019,26th May 2019,1,4,4,Netherlands,8.0,yes,"Vienna to Eindhoven, a very nice flight. Seat was 12A with extra legroom. Flight was almost on time. Cabin crew was young but did a good job and was very friendly.",Vienna to Eindhoven,5,4,wizz-air,a very nice flight,Couple Leisure,Trip Verified,4,0,8cc954e6-4a06-480c-b77d-9c4d8264da87
A320,Wizz Air,Economy Class,May 2019,25th May 2019,0,2,5,Ukraine,8.0,yes,"Vienna to Kiev. My flight was purchased for 45 euro including priority, big carry on and 20 kg hold bag. Web-site easy to navigate and with all fees and charges easy to understand. While their bag charges and carry on allowances are reasonable if not generous, the seat charge is overestimated, but when you don't mind middle seat you can skip it. Another big minus of Wizz is their seat. Uncomfortable. Even exit row with extra legroom. The angle of recline is just bad. Legroom is bearable. Ryanair seats are fine with similar legroom. Wizz seats are not fine. In-flight catering options are slightly overpriced and not very appetizing. The rest was positive. Toilets are available and clean, no lines. Cabin was clean. Boarding was usual low cost with bus ride on departure and walk to terminal on arrival. Take off and landing bang on time. Check in at Vienna airport was ok, bag in Kyiv appeared on the belt in 5 min after immigration. Overall okay, but all the negatives are around seating policy and arrangement.  Will fly again.",Vienna to Kiev,2,5,wizz-air,Overall okay,Solo Leisure,Trip Verified,5,0,a9ad0357-7155-4c4e-9d55-bebe684973fe
A321,Wizz Air,Economy Class,May 2019,22nd May 2019,1,4,3,Netherlands,8.0,yes,Eindhoven to Vienna. A great experience with Wizzair this time. Altough the flight was delayed by 2 hours it was a nice flight. I was seated in 12F wich has extra legroom and a great engine view. Service and crew were good and prices for food and drinks were also quite good.,Eindhoven to Vienna,4,4,wizz-air,Service and crew were good,Couple Leisure,Trip Verified,4,0,b6853207-7cd2-4419-a999-684d47bee67f
A320,Wizz Air,Economy Class,April 2019,25th April 2019,0,0,1,UnitedKingdom,2.0,no,"Katowice to Luton. They charged us £18 at check in because our 5 year olds Trunki carry on case was 0.5cm too large We complained to customer care and had an unhelpful patronising reply in broken English. They attached a made up invoice showing £13, it was £18! We are previously loyal customers who have literally spent thousands of pounds in 10 years. Beware if your kiddies have a Trunki they will stiff you £18 in Katowice. No problem with the lovely handlers at Luton just the sour faced jobsworths in Katowice.",Katowice to Luton,2,3,wizz-air,carry on was 0.5cm too large,Family Leisure,Not Verified,2,0,df414621-2f98-414d-bd0c-4e27cbbdf8f5
A320,Wizz Air,Economy Class,April 2019,25th April 2019,0,0,3,Spain,4.0,yes,"First flight of the day plus Debrecen Airport is pretty small, so no delay at boarding or departure. Everything went well and smooth. Flight crew was nice and they also provided all the useful information about the route flight. We expected to arrive in time to BCN, but at the end the flight took more than 30 minutes more then they announced and we arrived late. I assume it could be due to weather or traffic reasons, but a minimum information could be good in such a case. As it was Easter time, the price of the ticket was also quite high so this brings down the price-value ratio.",Debrecen to Barcelona,3,3,wizz-air,Flight crew was nice,Solo Leisure,Trip Verified,2,0,654b5d49-f83f-48af-948c-0b89577aee52
320,Wizz Air,Economy Class,April 2019,24th April 2019,0,0,1,Ireland,1.0,no,Athens to Budapest. I wasn’t able to proceed with the online check-in process on their app without paying to select a seat. I don’t care where I sit on short flights so instead I waited to check in at the airport. This is when they then made me pay a €35 fee for a boarding pass. It seems they were going to make me pay extra one way or another. They have ways of extorting money from you. Beware.,Athens to Budapest,2,4,wizz-air,€35 for a boarding pass,Solo Leisure,Not Verified,1,0,0c978484-0232-4798-825b-eb45bb44dde5
A321,Wizz Air,Economy Class,March 2019,20th April 2019,0,0,3,UnitedKingdom,7.0,yes,"London to Bucharest. I’ve flown with Wizz Air a lot over the last few years. Purely because of the price of the flights. Overall they aren’t that great, but when you compare it to the price you pay it’s excellent. They take off late and are regularly delayed. Luckily enough this flight was absolutely spot on. Although the cabin crew are getting really aggressive with the baggage allowance, where they shout at customers for putting a backpack in the over head locker.",London to Bucharest ,5,3,wizz-air,flight was absolutely spot on,Solo Leisure,Trip Verified,5,0,cf1314ab-2756-41eb-ba61-1782edc7aae4
A320,Wizz Air,Economy Class,April 2019,19th April 2019,1,1,1,France,2.0,no,"Paris to Belgrade. I booked this 220 euros flight expecting to pay the bus to and from Beauvais airport (30 euros) making it a 250 euros. I won't express my disappointment towards the bus service here because it is not under the control of Wizz air. But after arriving at the beauvais airport and after having queued for 30 min for the security check, the security guard tells me that my bag is too big and needs to be checked in. For thr record I have a 20-30-50cm bag. 10cm too big according to the small characters. First company ever not letting me board with this sized bag. I had to run to the wizzair desk who told me ""we have closed. Go to the information desk and explain your problem there"". Which I did and had to pay 27 euros additional. I am expecting to pay the same on my way back. Making Wizz air ticket 304 euros meaning more expensive than a ""non-low cost company"". In a nutshell, I almost missed the flight and was stressed out. Very unpleasant experience.",Paris to Belgrade,1,3,wizz-air,my bag is too big ,Solo Leisure,Trip Verified,1,1,b35a7bc9-26ef-433b-9cfe-6434d3e5cbad
A320,Wizz Air,Economy Class,March 2019,19th March 2019,0,0,3,UnitedKingdom,8.0,yes,"Doncaster to Vilnius, decent flights both ways and crews pleasant for LCC. Usual fare so you get what you pay for. The only thing they could do with sharpening up on is the priority boarding which tends to be a bit chaotic. The other thing they seem very keen on is getting you standing on stairs waiting to board - every time I’ve flown with them I’ve ended up standing in a stairwell for 15-20 minutes. Other than that I would use again.",Doncaster to Vilnius,3,4,wizz-air,you get what you pay for,Couple Leisure,Trip Verified,4,0,5343e39a-c909-4f09-a69d-e57437e193b4
A320,Wizz Air,Economy Class,March 2019,17th March 2019,0,5,5,UnitedKingdom,9.0,yes,Luton to Wroclaw. The check-in was smooth with a mobile boarding pass. Wizz priority with affordable price gave me cabin lugagge and speedy boarding. The food on the flight was available for purchase but had good meal deals. Flight departed on time and the crew were friendly and accommodating. The pilot explained the flight status and take off and landing was excellent without any abrupt landing. I found the service and time prompt excellent. I would recommend flying with them. Seats are randomly assigned unless you purchase them and airline seats not very cushioned but was great for short haul.,Luton to Wroclaw,4,5,wizz-air,crew were friendly and accommodating,Solo Leisure,Trip Verified,5,0,54d03930-9484-402e-bbd4-c16fd87aa9e0
A320,Wizz Air,Economy Class,November 2018,26th February 2019,0,5,5,Serbia,10.0,yes,Dortmund to Nis. The flight was extremely good. Wizz Air is a low-cost company but you get the best experience. All you need to know about entering an airplane or a ticket can be easily found on their site. You just need to be well informed.,Dortmund to Nis,5,5,wizz-air,get the best experience,Solo Leisure,Trip Verified,5,0,776cb0b2-de99-451f-9988-856323bb03d1
A320,Wizz Air,Economy Class,February 2019,23rd February 2019,0,1,1,UnitedKingdom,1.0,no,"Timisoara to Luton. Poor service from starting with the boarding. Announcing gates will be open in 5 min, they are actually opening in 40 min. The plane looks flimsy, the seats are so tight that even I’m 1,60m and still struggling to fit in, let’s not even talk about spreading your legs a bit.",Timisoara to Luton,1,2,wizz-air,the seats are so tight,Solo Leisure,Trip Verified,1,0,6b7086c2-9e4f-4b29-9460-0d0698045fdf
Boeing 737,Wizz Air,Economy Class,February 2019,21st February 2019,1,1,1,UnitedKingdom,1.0,no,Luton to Ljubljana. Quite simply the lowest of the low. Useless and rude. Avoid at all costs. They charge you £33 to print a boarding pass and employ the most incompetent people they can find. It's almost as though they do it on purpose.,Luton to Ljubljana,1,1,wizz-air,the lowest of the low,Business,Not Verified,1,1,9c873400-1939-45ed-806b-8e8c50790f6d
A320,Wizz Air,Economy Class,February 2019,16th February 2019,0,0,1,UnitedKingdom,1.0,no,"Cluj-napoca to Liverpool. At the airport they wanted to take my over sized baggage away without giving me a receipt or labeling it and staff were not polite  in these situations which made it worse. So not a good start. I fly several times a year and this plane had the worst leg room experienced. I am 6ft but can always get my legs in, even if tightly. On this plane I had to sit in an aisle seat to be able to get one leg in on an angle and the other in the aisle. Because I was bolt upright I couldn't put my head on the rest. No recline to help either. Hence a rubbish flight.",Cluj-napoca to Liverpool,1,2,wizz-air,a rubbish flight,Solo Leisure,Not Verified,1,0,71b0cadf-d8d8-499f-87f3-161f883ee67d
A320,Wizz Air,Economy Class,December 2018,22nd December 2018,0,1,3,Norway,2.0,no,"Oslo to Warsaw. We were 3 people traveling on a weekend trip from Oslo to Warsaw. We bought priority boarding to been able to have an extra small suitcase with us. One week before they sent a mail (out of many), that we now can check in. I tried to check in, but then discovered that we needed to buy a seat, or wait until 48 hours before the flight. We waited, and when we checked in, we could not choose seats. The three of us were placed in seat a and c in one row and the last person somewhere else. When we boarded the plane, of course they have placed a person in the b seat. The same happened on the return flight, even if the plane was far from full. I do not like their way of getting more money out of every ticket. The flight is short 1.5 hours, so it is no problem to sit in a narrow seat with your knees in the seat in front of you. We left in the evening on a cold day in Norway, the plane was full, and every passenger had jacket and pullovers. The crew put the heating system to maximum, i do not know why, maybe to make it uncomfortable for their passengers. They treat us like cattle The only advantage with low cost airlines is the low initial ticket price, next time we will check and compare the total price with other carriers.",Oslo to Warsaw,1,1,wizz-air,we could not choose seats,Family Leisure,Trip Verified,3,0,9bf73c29-d9d5-4316-853d-a0a551bf6110
A321,Wizz Air,Economy Class,November 2018,21st November 2018,1,1,1,Israel,1.0,no,Bucharest to Tel Aviv. Worst airline in the globe. Only one check in desk for 230 passengers. They had us waiting outside the aircraft in the freezing weather for their maintenance problem.,Bucharest to Tel Aviv,1,1,wizz-air,Worst airline in the globe,Solo Leisure,Trip Verified,1,1,08e18e1f-e2ae-4673-91f1-fa19296dbedd
A320,Wizz Air,Economy Class,November 2018,6th November 2018,0,0,1,Belgium,1.0,no,"Budapest to Eindhoven. The day before our departure we tried to check in online however after a few steps the website blocked. We tried several times but we never succeeded in performing the check in since the website kept blocking. At Eindhoven airport they were understanding and we had no issues. For the trip back from Budapest to Eindhoven we experienced the same issues with the online check in on their website. No understanding at all at the Budapest airport however. We were treated very rudely and were obliged to pay 45 euros a person for an ""Airport Check in"". We were 4 people so we had to pay a staggering 180 euros for 2 minutes work by they employee. I can only urge you not to book with Wizz air since it is a total rip off.",Budapest to Eindhoven,2,3,wizz-air,it is a total rip off,Couple Leisure,Trip Verified,1,0,029358a6-bb54-44a7-97b0-513623a94584
A320,Wizz Air,Economy Class,October 2018,1st November 2018,1,1,4,UnitedKingdom,2.0,no,"Today, I had THE worst experience of my life on Wizz Air. I arrived early for boarding so that I could find room for my backpack in the overhead compartment - which I did. I then took my row 'C' aisle seat. After boarding was completed, I was made to remove my backpack by the stewardess and force it under the seat in front of me. My backpack is large, flexible and within Wizz Air's size limits, but placing it there meant that there was no room left for my feet. (See photos). I could not place my feet outside in the corridor area, either as it would have tripped other passengers who were walking and blocked the food trolleys. I had no choice but to place my feet under the metal braces in the seat in front, meaning that every time the passenger in front moved in his seat, my foot would get crushed. By the end of the flight my foot was bruised, and I was in pain, simply because my bag was too large to fit under the seat, and it should have been left in the over head compartment. Upon pointing this to the stewardess who instigated this episode without any consideration of the consequences, she told me to write to Wizz Air and complain, and that there was nothing she could do. It may be that Wizz Air will read this and decide to reply, stating that shortly larger bags, such as the one which I had to remove mine for will not be allowed without an extra fee. However, that is not the point. At the time of my journey, this was allowed, and. Wizz Air provided zero safe foot space. My bag was also too large to fit under the seat in front, and should have stayed in the overhead locker. Additionally, as my bag was too large to fit the seat in front, it was blocking the emergency escape route of the passengers sitting in the window and middle rows. This is dangerous, and I believe against passenger air transport safety rules. There were also a couple of other, issues regarding hygiene. I noticed that the toilets were cleaned by cabin crew, without wearing gloves, using paper towels from inside of the toilets. First the seat was wiped, then the sink and finally the same towel was dropped on the floor and the floor was wiped using the shoes. The stewardess then pick up the papers from the floor using her hands and flushed them down the toilet. After this, and without washing her hand, she walked to the food trolley and started serving food to passengers, touching coffee cups, water bottles, serviettes and sandwich wrappers. This has to be the worst case of hygiene which I have ever come across, and I would not trust any food served on this airline. I also noticed that the headrests on the seats had grease marks on them, as the paper headrests were missing. The Velcro exists to hang the headrests from, but in order to save costs, it seems like Wizz Air have decided not to care about this item either. I have travelled on Wizz Air on numerous occasions in the last 10 years or so (about 10 times this year alone), however the service has reduced dramatically, the prices have any rocketed (they are often more expensive than national carrier National carriers) and the staff's attitude to customers is simply atrocious - possibly due to their fast expansion. Because of a staff members attitude, the poor and dirty hygiene, over crowding, and bad value for money, I will not travel on Wizz any more, and I recommend that you check the prices of other airlines before booking with Wizz Air.",Warsaw to London,2,1,wizz-air,bad value for money,Solo Leisure,Trip Verified,2,1,750df282-f9fe-4e78-ab1c-3a047c041b91
A321-200,Wizz Air,Economy Class,September 2018,18th September 2018,0,5,3,Germany,10.0,yes,"Skopje to Berlin. Having read other reviews on this website, I was surprised that my flight with Wizz Air back home was (like the outbound one) flawless: easy booking process, informative app, speedy check-in process, orderly boarding process, aircraft less than one year old, professional crew, affordable inflight food and drinks - you name it! Can also recommend their Limo transfer offered on their website or app. Not their fault, Berlin is not able to get its act together running a decent airport. Baggage delivery in rotten Schönefeld airport (worst airport in Europe let alone of a Western capital) took ages. Would fly Wizz Air again in a heartbeat.",Skopje to Berlin,5,5,wizz-air,Would fly Wizz Air again,Couple Leisure,Trip Verified,5,0,95d73893-d124-47a8-8e1e-3a439c11ed88
A321,Wizz Air,Economy Class,August 2018,13th September 2018,1,4,2,CzechRepublic,1.0,no,"Prague to Luton. Never again. Our flight was cancelled and nobody could tell us what happened and why it is cancelled. We don't know it even now. Communication with this company is terrible - one mail = 2 weeks. They don't want to pay us 250€ compensation despite that's our right. The price is low so is the quality too. You can buy some meal on board for normal airline price but with regard to the staff, they were quite rude. When return flight I asked them ""excuse me"" because I wanted to go back to sit, she said me rudely ""wait I can't now"". I decided no more Wizz Air. I pay rather 180€ return ticket via EasyJet than with WizzAir. I'm not the only person who makes complaint about this airline and even not the last.",Prague to  Luton,1,1,wizz-air,I decided no more Wizz Air,Solo Leisure,Trip Verified,3,1,241073c6-5bcb-42e8-a6fb-36f9cc36c279
A320,Wizz Air,Economy Class,August 2018,3rd September 2018,0,4,3,UnitedKingdom,8.0,yes,"Riga to London Luton. I recommend this airline. Great value for money, cabin crew was really nice, seats comfortable, great selection of food and drinks, on time departure and landing. Would definitely reccomend Wizz Air.",Riga to London Luton,4,5,wizz-air,great value for money,Solo Leisure,Trip Verified,4,0,9b2b70f4-d0b5-420d-a0f9-7df6141413bc
A320,Wizz Air,Economy Class,August 2018,3rd September 2018,0,2,3,Romania,1.0,no,"Luton to Bucharest. Service on board was a mess. The staff making the announcements on board was a shame, she was not able to do that because her colleague  was making her to laugh all the time. Just short after landing in OTP a lot of pax were standing up and talking on their phones even we were still moving to the terminal, the cabin crew let them to continue without being firm - disappointing. When the aircraft parked the bins were opened already and bags out. I will not travel anymore with Wizz because of lack of safety.",Luton to Bucharest,1,1,wizz-air,Service on board a mess,Couple Leisure,Trip Verified,1,0,09783bfd-0242-43ee-8977-24ed7c10b344
A321,Wizz Air,Economy Class,August 2018,27th August 2018,0,4,3,UnitedKingdom,9.0,yes,"Luton to Bratislava. Cabin crew pleasent with 1 or 2 can't wait to get off. Fast boarding, airport ground crew as rude. Smooth ride, landed early with engine oil leak at park position no info given on delay, let us walk through smoke shooting from engine from rear door that's the perks and fun of low cost. Some meals and drinks at reasonable price. Cheap way of getting from point A to B.",Luton to Bratislava,5,5,wizz-air,fun of low cost,Solo Leisure,Trip Verified,5,0,32258745-db6c-48fd-825a-847a65a1c033
A320,Wizz Air,Economy Class,August 2018,27th August 2018,1,1,1,Slovakia,1.0,no,"Budapest to Lisbon. Horrible experience. The Wizz Air terminal in Budapest looks like very old factory or warehouse. We had to wait half an hour to takeoff approval and then when we were rolling on the track suddenly we had to interrupt our landing due to passenger´s sickness. After the emergency left the aircraft all passengers had to identified theirs all personal luggage and bags on the board. After that all checked-in luggage had to be identified and we all had to get out of the plane and find our luggage. After all of this I hoped that crew will provide us some refreshments or snack bud despite all of this fact, we got only one small orange juice and had to fill and sign documents providing that we have accepted this juice as an act of apology. If I asked about more water, the cabin crew told me that I had to pay for it. Then captain spoke to passengers and announced that we have to wait another hour for takeoff approval. Everyone on the board had been totally angry. And the seats were extremely small, uncomfortable and with my height 190cm I was sitting there almost 8 hours instead of 4. I will never ever fly with this airline again.",Budapest to Lisbon,1,1,wizz-air,Horrible experience,Couple Leisure,Trip Verified,1,1,3d94c5dc-73a8-4278-a38c-9fa1384991c7
A320,Wizz Air,Economy Class,August 2018,15th August 2018,0,0,1,UnitedKingdom,1.0,no,"Worst airline ever! They cancelled my Luton to Larnaca flight in November 2018 without advising me, and when I called them the rep was rude and hung up on me. I had to complain via their website three times before they replied. When I got my refund they withheld £30. Do not use this airline or join their discount club as it's a marketing ploy and you will lose the fee if they cancel your flight. Awful customer service.",Luton to Larnaca,0,0,wizz-air,Worst airline ever!,Family Leisure,Trip Verified,1,0,92cbef41-77c0-4189-af97-4a281dfa475d
A320-200 (A320),Wizz Air,Economy Class,July 2018,27th July 2018,0,0,5,Norway,10.0,yes,Flew Wizz Air from Katowice to Oslo. Nice and comfortable flight. The flight was on time and arrived on time. Quick boarding and helpful cabin crew. Low-cost means nothing special but also no any problems too. The ticket was very affordable. I recommend this airline while flying to/from Poland.,Katowice to Oslo ,5,5,wizz-air,helpful cabin crew,Business,Trip Verified,5,0,c7032c1c-1f78-4990-a76d-9aadd25ffed6
Airbus,Wizz Air,Economy Class,July 2018,24th July 2018,1,1,1,Switzerland,3.0,no,"Geneve to Sofia.They know their plane is late 3 hours at 12 and inform the people at the schedule time to take off. Result people spend 5 hours at the airport. When you want them a remark about it, they send you to hell. Price is more expensive than Lufthansa for similar route. Service is a disaster.",Geneve to Sofia,3,2,wizz-air,Service is a disaster,Business,Trip Verified,1,1,4d4eec2d-07a6-454d-be7d-959f0d96a9fa
W63501,Wizz Air,Economy Class,July 2018,18th July 2018,0,1,1,UnitedKingdom,3.0,no,"Timisoara to Luton. Customer service is totally rubbish and your allowed a 10kg hand luggage bag but can’t take it on the plane with you because you didn’t get wizz priority at the time of booking. It is not explained when booking the flight and totally inconvenient. Apparently your hand luggage is not guaranteed in the cabin but don’t state why there not guaranteed. And you can buy wizz priority at there desk just before you board the plane, but it’s not €5 like it was at the time of booking, It’s now €37 or you have to leave your bag there and collect it at your arrival destination like you would as if your collecting your normal baggage.",Timisoara to Luton,3,3,wizz-air,totally rubbish,Family Leisure,Trip Verified,3,1,787ade62-c642-4856-bdf7-4028cfa62178
A320,Wizz Air,Economy Class,June 2018,15th July 2018,0,0,1,Australia,2.0,no,"Recently took a Wizz flight from Luton to Bucharest in Romania, not an enjoyable experience.  Paid extra to take a suitcase, paid extra to reserve seats, paid extra to get priority boarding as my wife had a temporary mobility problem. Also checked in on line to ensure a trouble free departure and booked our cab to arrive early so we could get through and enjoy a coffee while we waited for departure.  So you would thing I did everything right? How wrong was I! On arrival at the Wizz Air check in, the queue was several hundred passengers deep, I pointed out to an official that all we needed to do was check in 1 bag ""join the queue"" was the terse reply. 55 minutes later, we finally arrived at the check in to be told that our on line check in did not apply, and we had to go the whole procedure again. Wizz Air did not have have enough staff at the check in counters. While 12 desks were ""open"" only 6 were manned....absolutely pathetic service. The end result was a rush to the departure gate, only to find that everyone was ""herded"" into a departure lounge that had seating for less than 10% of passengers. Priority boarding passengers were lined up outside the terminal and had to wait in the hot sun (it was an unusually warm English day) while the delayed incoming aircraft was refueled, resulting in several having to force their way back through the queue to get some shade. Altogether a complete shambles. What about the flight I hear you say! The cabin crew were awesome, friendly and helpful. The flight itself was what you would expect from a budget airline, skinny back uncomfortable seats, no in flight entertainment despite a 3 hour flight and of course you have to pay extra for all food and drink. All is not lost though! Christmas is on the way and my grandson wants a cowboy outfit and I intend to buy him Wizz Air, a cowboy outfit par excellence!   ​​​​​​​​​​",Luton to Bucharest,1,5,wizz-air,"cowboy outfit par excellence""
",Couple Leisure,Trip Verified,3,0,5c262fdc-f8d7-4b12-be00-7b65060bd78e
